Customer ID,Age,State,Gender,Device_Count,Active_Months,Total_Purchases,Avg_Unit_Price,Total_Revenue,Avg_Satisfaction_Rate,Primary_Review,Customer_Tenure_Months,Avg_Data_Usage_GB,Total_Data_Usage_GB,Avg_GB_Purchased,Total_GB_Purchased,Primary_Plan_Type,Churn_Status,Reasons_for_Churn,Churn,Usage_vs_Purchased_Ratio,Revenue_per_Purchase,Tenure_Bucket,Is_Multi_Device
CUST0290,50,Kebbi,Male,2,1,23,7750.0,225500,2.0,Fair,35,174.645,349.29,31.6,925.6,2-Day,Yes,Better Offers from Competitors,1,0.3773660328435609,9804.347826086956,25-36,Yes
CUST0291,20,Benue,Female,1,1,10,7500.0,75000,5.0,Excellent,48,136.45,136.45,20.0,200.0,Monthly,No,,0,0.6822499999999999,7500.0,37+,No
CUST0292,36,Rivers,Male,3,1,21,26500.0,629000,3.0,Good,17,61.556666666666665,184.67,175.0,5010.0,Monthly,Yes,Poor Network,1,0.0368602794411177,29952.380952380958,13-24,Yes
CUST0293,35,Gombe,Male,2,1,26,15500.0,548000,4.0,Very Good,16,77.345,154.69,151.6,5425.6,2-Day,Yes,Relocation,1,0.0285111324093187,21076.92307692308,13-24,Yes
CUST0294,60,Nasarawa,Male,2,1,24,24750.0,471000,3.0,Good,2,75.195,150.39,112.5,2070.0,Monthly,No,,0,0.0726521739130434,19625.0,0-6,Yes
CUST0295,60,Niger,Female,2,1,18,30000.0,460000,1.0,Poor,18,118.975,237.95,182.5,3565.0,Monthly,No,,0,0.0667461430575035,25555.555555555555,13-24,Yes
CUST0296,46,Niger,Male,2,1,14,14500.0,159000,2.0,Fair,43,42.28,84.56,87.5,725.0,Monthly,No,,0,0.1166344827586206,11357.142857142857,37+,Yes
CUST0297,32,Enugu,Male,3,1,34,15500.0,427500,4.0,Very Good,13,46.126666666666665,138.38,67.16666666666667,1728.5,Monthly,Yes,Poor Network,1,0.0800578536303153,12573.529411764706,13-24,Yes
CUST0298,26,Sokoto,Male,1,1,10,9000.0,90000,3.0,Good,24,146.99,146.99,30.0,300.0,Monthly,No,,0,0.4899666666666667,9000.0,13-24,No
CUST0299,43,Bauchi,Male,1,1,18,4500.0,81000,5.0,Excellent,7,111.91,111.91,10.0,180.0,Monthly,No,,0,0.6217222222222222,4500.0,7-12,No
CUST0300,29,Ekiti,Female,3,1,45,53200.0,1788000,1.0,Poor,45,154.26666666666668,462.8,520.8333333333334,17276.0,2-Day,Yes,Poor Customer Service,1,0.0267886084741838,39733.333333333336,37+,Yes
CUST0301,57,Imo,Male,2,1,30,4950.0,108000,3.0,Good,25,150.18,300.36,16.25,350.0,2-Day,No,,0,0.8581714285714286,3600.0,25-36,Yes
CUST0302,54,Osun,Male,3,1,33,14866.666666666666,463200,1.0,Poor,55,28.83,86.49000000000001,90.5,2898.0,Monthly,No,,0,0.0298447204968944,14036.363636363636,37+,Yes
CUST0303,27,Kebbi,Male,1,1,10,1000.0,10000,3.0,Good,47,119.25,119.25,3.2,32.0,2-Day,No,,0,3.7265625,1000.0,37+,No
CUST0304,64,Katsina,Male,2,1,33,4675.0,124000,3.0,Good,59,138.31,276.62,15.244140625,399.765625,Daily,No,,0,0.6919554426421731,3757.5757575757575,37+,Yes
CUST0305,55,Bauchi,Male,1,1,13,16000.0,208000,3.0,Good,21,134.89,134.89,65.0,845.0,Monthly,No,,0,0.1596331360946745,16000.0,13-24,No
CUST0306,80,Katsina,Male,1,1,9,900.0,8100,4.0,Very Good,28,109.86,109.86,2.5,22.5,2-Day,Yes,Costly Data Plans,1,4.882666666666666,900.0,25-36,No
CUST0307,67,Zamfara,Female,1,1,7,7500.0,52500,2.0,Fair,50,130.62,130.62,20.0,140.0,Monthly,No,,0,0.933,7500.0,37+,No
CUST0308,47,Imo,Male,3,1,20,9000.0,213000,3.0,Good,18,58.95666666666667,176.87,30.666666666666668,727.0,Monthly,No,,0,0.2432874828060522,10650.0,13-24,Yes
CUST0309,34,Nasarawa,Male,1,1,8,9000.0,72000,2.0,Fair,60,148.05,148.05,30.0,240.0,Monthly,No,,0,0.6168750000000001,9000.0,37+,No
CUST0310,52,Lagos,Female,1,1,7,14500.0,101500,3.0,Good,45,148.13,148.13,60.0,420.0,Monthly,No,,0,0.3526904761904761,14500.0,37+,No
CUST0311,49,Taraba,Male,3,1,30,6333.333333333333,198000,4.0,Very Good,45,48.76,146.28,19.4,653.8,Monthly,No,,0,0.2237381462220863,6600.0,37+,Yes
CUST0312,29,Kano,Female,3,1,38,12500.0,364500,2.0,Fair,56,71.78666666666666,215.36,53.333333333333336,1380.0,Monthly,No,,0,0.1560579710144927,9592.105263157897,37+,Yes
CUST0313,58,Yobe,Female,2,1,26,12250.0,412500,1.0,Poor,48,105.045,210.09,60.5,2049.0,Daily,No,,0,0.1025329428989751,15865.384615384615,37+,Yes
CUST0314,19,Akwa Ibom,Male,1,1,19,350.0,6650,4.0,Very Good,10,83.76,83.76,0.48828125,9.27734375,Daily,No,,0,9.028446315789472,350.0,7-12,No
CUST0315,70,Abia,Female,3,1,20,9833.333333333334,290500,2.0,Fair,29,127.15000000000002,381.4500000000001,44.4,1382.8,Monthly,No,,0,0.2758533410471507,14525.0,25-36,Yes
CUST0316,56,Plateau,Male,2,1,8,10250.0,23500,4.0,Very Good,49,28.78,57.56,75.5,157.0,Daily,No,,0,0.366624203821656,2937.5,37+,Yes
CUST0317,45,Osun,Male,2,1,28,32500.0,900000,3.0,Good,44,156.525,313.05,232.5,6780.0,Monthly,Yes,Better Offers from Competitors,1,0.0461725663716814,32142.85714285714,37+,Yes
CUST0318,33,Abuja (FCT),Male,1,1,7,75000.0,525000,4.0,Very Good,15,44.9,44.9,450.0,3150.0,3-Month,No,,0,0.0142539682539682,75000.0,13-24,No
CUST0319,24,Enugu,Female,1,1,20,7500.0,150000,3.0,Good,56,155.35,155.35,20.0,400.0,Monthly,No,,0,0.3883749999999999,7500.0,37+,No
CUST0320,56,Kebbi,Male,1,1,2,35000.0,70000,4.0,Very Good,34,196.77,196.77,165.0,330.0,Monthly,No,,0,0.5962727272727273,35000.0,25-36,No
CUST0321,22,Benue,Female,2,1,17,15750.0,375000,3.0,Good,29,120.01,240.02,70.0,1840.0,Monthly,No,,0,0.130445652173913,22058.82352941177,25-36,Yes
CUST0322,27,Zamfara,Male,2,1,18,10000.0,162000,4.0,Very Good,12,68.38,136.76,36.25,557.5,Monthly,No,,0,0.2453094170403587,9000.0,7-12,Yes
CUST0323,31,Katsina,Male,2,1,11,19250.0,227500,3.0,Good,46,61.29,122.58,86.0,1025.0,Monthly,Yes,High Call Tarriffs,1,0.119590243902439,20681.81818181818,37+,Yes
CUST0324,34,Enugu,Male,2,1,14,15175.0,153150,3.0,Good,27,12.575,25.15,150.244140625,1504.39453125,Daily,No,,0,0.0167176890619928,10939.285714285714,25-36,Yes
CUST0325,74,Yobe,Female,1,1,15,35000.0,525000,5.0,Excellent,35,91.02,91.02,165.0,2475.0,Monthly,No,,0,0.0367757575757575,35000.0,25-36,No
CUST0326,16,Imo,Female,1,1,20,900.0,18000,1.0,Poor,40,133.57,133.57,2.5,50.0,2-Day,Yes,Poor Network,1,2.6714,900.0,37+,No
CUST0327,58,Katsina,Male,3,1,41,13166.666666666666,565500,2.0,Fair,7,81.64,244.92,74.0,3441.0,Monthly,Yes,Costly Data Plans,1,0.0711769834350479,13792.682926829268,7-12,Yes
CUST0328,53,Taraba,Male,3,1,48,22000.0,1002000,3.0,Good,8,68.33333333333333,205.0,171.66666666666666,7405.0,Monthly,No,,0,0.0276839972991222,20875.0,7-12,Yes
CUST0329,61,Borno,Female,3,1,19,51616.66666666666,609400,4.0,Very Good,34,95.37,286.11,515.49609375,6160.8359375,Daily,No,,0,0.0464401264540247,32073.68421052632,25-36,Yes
CUST0330,21,Bayelsa,Female,3,1,41,21000.0,1038000,1.0,Poor,36,94.17666666666666,282.53,148.33333333333334,7960.0,Monthly,No,,0,0.0354937185929648,25317.073170731703,25-36,Yes
CUST0331,38,Benue,Female,1,1,15,35000.0,525000,4.0,Very Good,54,31.5,31.5,165.0,2475.0,Monthly,No,,0,0.0127272727272727,35000.0,37+,No
CUST0332,58,Sokoto,Female,3,1,27,16000.0,507000,5.0,Excellent,60,99.21,297.63,122.33333333333331,3995.0,Monthly,Yes,High Call Tarriffs,1,0.0745006257822277,18777.777777777777,37+,Yes
CUST0333,37,Jigawa,Male,2,1,18,11750.0,206000,3.0,Good,39,54.24,108.48,42.5,730.0,Monthly,No,,0,0.1486027397260274,11444.444444444443,37+,Yes
CUST0334,54,Enugu,Male,2,1,28,29500.0,859000,2.0,Fair,24,88.93,177.86,142.5,4125.0,Monthly,No,,0,0.0431175757575757,30678.571428571428,13-24,Yes
CUST0335,57,Plateau,Male,2,1,30,7750.0,245000,2.0,Fair,53,80.59,161.18,23.25,765.0,Monthly,No,,0,0.2106928104575163,8166.666666666667,37+,Yes
CUST0336,58,Sokoto,Male,2,1,24,5500.0,138000,1.0,Poor,7,51.54,103.08,13.25,337.5,Monthly,No,,0,0.3054222222222222,5750.0,7-12,Yes
CUST0337,50,Plateau,Male,3,1,22,13500.0,299000,1.0,Poor,18,80.56333333333333,241.69,62.0,1321.0,Monthly,No,,0,0.1829598788796366,13590.90909090909,13-24,Yes
CUST0338,72,Oyo,Male,1,1,20,7500.0,150000,1.0,Poor,2,36.21,36.21,20.0,400.0,Monthly,Yes,Poor Network,1,0.090525,7500.0,0-6,No
CUST0339,61,Abia,Female,2,1,18,24750.0,466000,5.0,Excellent,53,57.135000000000005,114.27,112.5,2130.0,Monthly,Yes,Better Offers from Competitors,1,0.0536478873239436,25888.88888888889,37+,Yes
CUST0340,49,Gombe,Female,1,1,16,14500.0,232000,3.0,Good,12,23.02,23.02,60.0,960.0,Monthly,No,,0,0.0239791666666666,14500.0,7-12,No
CUST0341,37,Cross River,Female,3,1,37,23833.33333333333,774000,5.0,Excellent,39,62.36666666666667,187.1,160.5,5484.0,Monthly,Yes,Better Offers from Competitors,1,0.0341174325309992,20918.91891891892,37+,Yes
CUST0342,24,Bayelsa,Male,2,1,39,15250.0,594000,4.0,Very Good,53,85.655,171.31,62.5,2435.0,Monthly,No,,0,0.07035318275154,15230.76923076923,37+,Yes
CUST0343,57,Anambra,Female,3,1,23,55633.333333333336,2034500,4.0,Very Good,12,92.19666666666666,276.59,534.5,20305.5,2-Day,Yes,Poor Network,1,0.0136214326167787,88456.52173913043,7-12,Yes
CUST0344,41,Ondo,Female,2,1,27,42000.0,903000,4.0,Very Good,20,146.045,292.09,240.0,5010.0,3-Month,No,,0,0.0583013972055888,33444.444444444445,13-24,Yes
CUST0345,63,Oyo,Male,1,1,13,35000.0,455000,1.0,Poor,46,140.59,140.59,165.0,2145.0,Monthly,No,,0,0.0655431235431235,35000.0,37+,No
CUST0346,64,Kebbi,Female,1,1,5,3500.0,17500,2.0,Fair,28,168.07,168.07,7.0,35.0,Monthly,No,,0,4.802,3500.0,25-36,No
CUST0347,32,Borno,Male,2,1,34,7750.0,304000,2.0,Fair,5,103.325,206.65,31.6,1244.8,2-Day,No,,0,0.1660106041131105,8941.176470588236,0-6,Yes
CUST0348,39,Sokoto,Female,1,1,8,900.0,7200,4.0,Very Good,36,115.8,115.8,2.5,20.0,2-Day,No,,0,5.79,900.0,25-36,No
CUST0349,50,Kogi,Female,2,1,20,22250.0,553500,5.0,Excellent,3,169.26999999999998,338.54,180.0,5280.0,Monthly,No,,0,0.0641174242424242,27675.0,0-6,Yes
CUST0350,75,Bauchi,Male,3,1,39,22666.666666666668,802000,2.0,Fair,34,73.36,220.08,105.0,3645.0,Monthly,No,,0,0.0603786008230452,20564.102564102563,25-36,Yes
CUST0351,61,Cross River,Female,3,1,29,23333.33333333333,732000,5.0,Excellent,11,48.84666666666667,146.54000000000002,161.66666666666666,5115.0,Monthly,No,,0,0.0286490713587487,25241.379310344822,7-12,Yes
CUST0352,48,Borno,Female,3,1,31,24500.0,648500,1.0,Poor,18,89.14999999999999,267.45,115.0,2970.0,Monthly,No,,0,0.090050505050505,20919.35483870968,13-24,Yes
CUST0353,59,Katsina,Male,2,1,18,12750.0,273000,4.0,Very Good,39,130.55,261.1,81.25,1875.0,Monthly,No,,0,0.1392533333333333,15166.666666666666,37+,Yes
CUST0354,49,Delta,Male,2,1,6,20750.0,181500,4.0,Very Good,11,134.65,269.3,90.75,841.5,Monthly,No,,0,0.3200237670825906,30250.0,7-12,Yes
CUST0355,73,Jigawa,Female,3,1,25,13166.666666666666,261000,1.0,Poor,34,113.40333333333336,340.21000000000004,79.16666666666667,1225.0,Monthly,No,,0,0.2777224489795918,10440.0,25-36,Yes
CUST0356,59,Enugu,Female,1,1,15,1000.0,15000,1.0,Poor,36,105.29,105.29,3.2,48.0,2-Day,No,,0,2.193541666666667,1000.0,25-36,No
CUST0357,44,Cross River,Female,1,1,4,16000.0,64000,1.0,Poor,13,141.76,141.76,65.0,260.0,Monthly,No,,0,0.5452307692307692,16000.0,13-24,No
CUST0358,32,Jigawa,Male,3,1,27,21000.0,519000,2.0,Fair,58,114.11,342.33000000000004,148.33333333333334,3985.0,Monthly,Yes,Fast Data Consumption,1,0.0859046424090339,19222.222222222223,37+,Yes
CUST0359,58,Oyo,Female,2,1,30,27500.0,840000,2.0,Fair,53,32.65,65.3,157.5,4740.0,Monthly,No,,0,0.0137763713080168,28000.0,37+,Yes
CUST0360,29,Nasarawa,Female,2,1,10,7250.0,86500,1.0,Poor,7,81.645,163.29,21.25,282.5,Monthly,Yes,High Call Tarriffs,1,0.5780176991150442,8650.0,7-12,Yes
CUST0361,58,Kebbi,Male,3,1,41,10833.333333333334,429500,4.0,Very Good,33,109.13,327.39,62.333333333333336,2371.0,Monthly,No,,0,0.1380809784900885,10475.60975609756,25-36,Yes
CUST0362,27,Gombe,Female,1,1,10,14500.0,145000,3.0,Good,6,132.32,132.32,60.0,600.0,Monthly,No,,0,0.2205333333333333,14500.0,0-6,No
CUST0363,29,Ekiti,Female,1,1,18,35000.0,630000,2.0,Fair,6,78.06,78.06,165.0,2970.0,Monthly,Yes,Poor Customer Service,1,0.0262828282828282,35000.0,0-6,No
CUST0364,79,Adamawa,Female,3,1,43,18533.33333333333,974800,3.0,Good,2,165.97,497.91,105.5,5532.0,Monthly,Yes,Better Offers from Competitors,1,0.0900054229934924,22669.767441860466,0-6,Yes
CUST0365,20,Plateau,Female,3,1,25,53166.66666666666,2870000,4.0,Very Good,42,107.18,321.54,522.3333333333334,29248.0,Daily,No,,0,0.0109935722100656,114800.0,37+,Yes
CUST0366,29,Delta,Female,2,1,26,40750.0,1470500,1.0,Poor,39,46.540000000000006,93.08,233.25,8665.5,3-Month,No,,0,0.0107414459638797,56557.69230769231,37+,Yes
CUST0367,38,Bayelsa,Male,1,1,19,30000.0,570000,2.0,Fair,8,88.01,88.01,300.0,5700.0,Monthly,No,,0,0.0154403508771929,30000.0,7-12,No
CUST0368,33,Anambra,Female,1,1,3,9000.0,27000,1.0,Poor,50,36.29,36.29,30.0,90.0,Monthly,No,,0,0.4032222222222222,9000.0,37+,No
CUST0369,69,Taraba,Male,2,1,26,20000.0,496000,3.0,Good,14,154.77,309.54,92.5,2240.0,Monthly,No,,0,0.1381875,19076.92307692308,13-24,Yes
CUST0370,69,Lagos,Male,3,1,27,56833.333333333336,1372000,5.0,Excellent,13,100.82666666666668,302.48,562.3333333333334,13156.0,Daily,No,,0,0.0229917908178777,50814.81481481482,13-24,Yes
CUST0371,38,Abuja (FCT),Male,2,1,19,10500.0,38000,3.0,Good,4,90.12,180.24,76.6,207.6,2-Day,Yes,Costly Data Plans,1,0.8682080924855492,2000.0,0-6,Yes
CUST0372,30,Kaduna,Male,2,1,12,17000.0,236000,5.0,Excellent,47,46.17,92.34,112.5,1700.0,Monthly,No,,0,0.0543176470588235,19666.666666666668,37+,Yes
CUST0373,41,Jigawa,Male,2,1,19,27500.0,560000,5.0,Excellent,5,63.92,127.84,157.5,3030.0,Monthly,No,,0,0.0421914191419141,29473.68421052632,0-6,Yes
CUST0374,50,Benue,Female,1,1,11,5500.0,60500,5.0,Excellent,9,83.94,83.94,12.5,137.5,Monthly,Yes,Poor Customer Service,1,0.6104727272727273,5500.0,7-12,No
CUST0375,53,Abuja (FCT),Male,3,1,47,10000.0,442500,1.0,Poor,37,94.84999999999998,284.54999999999995,57.5,2465.0,Monthly,No,,0,0.1154361054766734,9414.893617021276,37+,Yes
CUST0376,16,Kogi,Male,1,1,8,1000.0,8000,5.0,Excellent,3,90.76,90.76,3.2,25.6,2-Day,Yes,Relocation,1,3.5453125,1000.0,0-6,No
CUST0377,17,Kogi,Male,1,1,15,500.0,7500,3.0,Good,9,32.78,32.78,1.0,15.0,Daily,Yes,Poor Network,1,2.1853333333333333,500.0,7-12,No
CUST0378,74,Sokoto,Male,2,1,14,37950.0,827700,2.0,Fair,56,175.445,350.89,226.25,4957.5,2-Day,No,,0,0.0707796268280383,59121.42857142857,37+,Yes
CUST0379,20,Cross River,Female,1,1,2,24000.0,48000,5.0,Excellent,49,176.23,176.23,120.0,240.0,Monthly,No,,0,0.7342916666666667,24000.0,37+,No
CUST0380,62,Oyo,Male,2,1,15,20000.0,300000,4.0,Very Good,25,154.315,308.63,150.0,2250.0,Monthly,No,,0,0.1371688888888889,20000.0,25-36,Yes
CUST0381,30,Taraba,Male,2,1,29,17950.0,605800,3.0,Good,49,55.32,110.64,83.75,2835.0,2-Day,No,,0,0.039026455026455,20889.655172413797,37+,Yes
CUST0382,76,Adamawa,Female,1,1,10,14500.0,145000,1.0,Poor,29,179.64,179.64,60.0,600.0,Monthly,Yes,Fast Data Consumption,1,0.2994,14500.0,25-36,No
CUST0383,29,Abuja (FCT),Female,3,1,18,19000.0,417000,4.0,Very Good,8,102.97333333333331,308.92,88.33333333333333,2065.0,Monthly,Yes,Poor Customer Service,1,0.1495980629539951,23166.666666666668,7-12,Yes
CUST0384,58,Kogi,Female,3,1,28,51700.0,1542000,4.0,Very Good,42,137.45333333333335,412.36,515.8333333333334,15455.0,2-Day,No,,0,0.0266813329019734,55071.42857142857,37+,Yes
CUST0385,34,Ekiti,Female,3,1,35,13200.0,298200,5.0,Excellent,30,106.63,319.89,110.5,1788.0,Monthly,No,,0,0.1789093959731543,8520.0,25-36,Yes
CUST0386,42,Rivers,Female,1,1,13,20000.0,260000,3.0,Good,23,184.13,184.13,150.0,1950.0,Monthly,No,,0,0.094425641025641,20000.0,13-24,No
CUST0387,34,Sokoto,Female,2,1,34,14250.0,523500,5.0,Excellent,10,176.98000000000002,353.96000000000004,65.0,2430.0,Monthly,No,,0,0.1456625514403292,15397.058823529413,7-12,Yes
CUST0388,30,Taraba,Male,1,1,2,3500.0,7000,3.0,Good,9,18.95,18.95,7.0,14.0,Monthly,Yes,Relocation,1,1.3535714285714284,3500.0,7-12,No
CUST0389,44,Akwa Ibom,Male,3,1,46,21333.33333333333,998000,5.0,Excellent,2,103.37,310.11,115.0,5670.0,Monthly,No,,0,0.0546931216931216,21695.652173913044,0-6,Yes
CUST0390,65,Gombe,Male,2,1,28,10000.0,280000,3.0,Good,19,103.255,206.51,36.25,1015.0,Monthly,No,,0,0.2034581280788177,10000.0,13-24,Yes
CUST0391,33,Katsina,Male,3,1,37,13000.0,456000,4.0,Very Good,14,25.820000000000004,77.46000000000001,73.33333333333333,2380.0,Monthly,No,,0,0.0325462184873949,12324.324324324323,13-24,Yes
CUST0392,78,Rivers,Female,2,1,20,15250.0,305000,4.0,Very Good,54,28.25,56.5,62.5,1250.0,Monthly,No,,0,0.0452,15250.0,37+,Yes
CUST0393,38,Yobe,Male,1,1,9,150000.0,1350000,3.0,Good,2,113.33,113.33,1536.0,13824.0,Yearly,No,,0,0.0081980613425925,150000.0,0-6,No
CUST0394,31,Gombe,Male,1,1,5,150000.0,750000,2.0,Fair,55,175.72,175.72,1536.0,7680.0,Yearly,No,,0,0.0228802083333333,150000.0,37+,No
CUST0395,36,Oyo,Female,3,1,43,16833.333333333332,736000,3.0,Good,24,105.56333333333332,316.69,150.33333333333334,6312.0,Monthly,Yes,Costly Data Plans,1,0.0501726869455006,17116.279069767443,13-24,Yes
CUST0396,61,Plateau,Male,2,1,35,20000.0,700000,3.0,Good,9,105.185,210.37,150.0,5250.0,Monthly,No,,0,0.0400704761904761,20000.0,7-12,Yes
CUST0397,30,Kogi,Female,1,1,12,3500.0,42000,1.0,Poor,59,62.66,62.66,7.0,84.0,Monthly,No,,0,0.7459523809523809,3500.0,37+,No
CUST0398,72,Bauchi,Female,1,1,5,4500.0,22500,1.0,Poor,12,171.43,171.43,10.0,50.0,Monthly,No,,0,3.4286000000000003,4500.0,7-12,No
CUST0399,55,Borno,Male,1,1,14,9000.0,126000,4.0,Very Good,9,155.05,155.05,30.0,420.0,Monthly,No,,0,0.3691666666666667,9000.0,7-12,No
CUST0400,41,Anambra,Male,1,1,4,30000.0,120000,4.0,Very Good,51,133.68,133.68,300.0,1200.0,Monthly,Yes,Costly Data Plans,1,0.1114,30000.0,37+,No
CUST0401,42,Benue,Male,3,1,21,13783.333333333334,442050,1.0,Poor,43,99.25666666666666,297.77,88.49609375,3466.46484375,Monthly,Yes,Better Offers from Competitors,1,0.0859001932579458,21050.0,37+,Yes
CUST0402,43,Benue,Female,3,1,25,8166.666666666667,196500,1.0,Poor,11,115.05,345.15,27.5,660.0,Monthly,No,,0,0.5229545454545454,7860.0,7-12,Yes
CUST0403,30,Niger,Male,2,1,31,5000.0,159000,5.0,Excellent,30,47.085,94.17,16.6,528.0,2-Day,Yes,Better Offers from Competitors,1,0.1783522727272727,5129.032258064516,25-36,Yes
CUST0404,72,Osun,Female,2,1,33,9000.0,297000,2.0,Fair,19,139.665,279.33,30.0,990.0,Monthly,No,,0,0.2821515151515151,9000.0,13-24,Yes
CUST0405,31,Plateau,Female,2,1,33,92500.0,3340000,2.0,Fair,26,40.525,81.05,850.5,31494.0,Monthly,Yes,Poor Customer Service,1,0.0025735060646472,101212.12121212122,25-36,Yes
CUST0406,67,Ekiti,Female,1,1,16,1000.0,16000,4.0,Very Good,43,24.88,24.88,3.2,51.2,2-Day,No,,0,0.4859374999999999,1000.0,37+,No
CUST0407,45,Borno,Male,1,1,11,35000.0,385000,1.0,Poor,7,121.11,121.11,165.0,1815.0,Monthly,No,,0,0.0667272727272727,35000.0,7-12,No
CUST0408,54,Anambra,Male,2,1,20,4750.0,27000,4.0,Very Good,43,149.63,299.26,15.5,78.0,Daily,Yes,High Call Tarriffs,1,3.8366666666666656,1350.0,37+,Yes
CUST0409,31,Jigawa,Female,1,1,6,9000.0,54000,4.0,Very Good,21,177.0,177.0,25.0,150.0,Monthly,No,,0,1.18,9000.0,13-24,No
CUST0410,71,Borno,Female,3,1,34,16500.0,597000,4.0,Very Good,46,104.94333333333331,314.83,69.16666666666667,2535.0,Monthly,No,,0,0.1241932938856015,17558.823529411766,37+,Yes
CUST0411,57,Oyo,Male,2,1,28,27500.0,770000,2.0,Fair,38,137.405,274.81,250.0,7000.0,Monthly,No,,0,0.0392585714285714,27500.0,37+,Yes
CUST0412,23,Imo,Male,1,1,1,20000.0,20000,5.0,Excellent,16,67.85,67.85,150.0,150.0,Monthly,Yes,High Call Tarriffs,1,0.4523333333333333,20000.0,13-24,No
CUST0413,57,Rivers,Female,2,1,22,82250.0,1809500,5.0,Excellent,43,116.045,232.09,798.0,17556.0,Monthly,No,,0,0.0132199817726133,82250.0,37+,Yes
CUST0414,78,Anambra,Male,3,1,12,14666.666666666666,227500,5.0,Excellent,22,126.33333333333331,379.0,90.0,1600.0,Monthly,No,,0,0.236875,18958.33333333333,13-24,Yes
CUST0415,67,Osun,Male,1,1,3,7500.0,22500,5.0,Excellent,46,42.34,42.34,20.0,60.0,Monthly,No,,0,0.7056666666666668,7500.0,37+,No
CUST0416,80,Abia,Female,2,1,8,18250.0,216500,2.0,Fair,43,76.055,152.11,158.25,2116.5,Monthly,No,,0,0.0718686510748878,27062.5,37+,Yes
CUST0417,50,Adamawa,Female,1,1,10,4500.0,45000,5.0,Excellent,60,149.41,149.41,10.0,100.0,Monthly,Yes,Fast Data Consumption,1,1.4941,4500.0,37+,No
CUST0418,68,Niger,Male,3,1,29,16616.666666666668,381500,4.0,Very Good,41,50.48,151.44,75.16276041666667,1669.8828125,Monthly,Yes,Costly Data Plans,1,0.090688998573066,13155.172413793103,37+,Yes
CUST0419,20,Benue,Male,2,1,19,12500.0,283000,1.0,Poor,18,102.16,204.32,47.5,1130.0,Monthly,Yes,Better Offers from Competitors,1,0.1808141592920354,14894.736842105263,13-24,Yes
CUST0420,54,Kaduna,Female,3,1,33,18166.666666666668,535500,1.0,Poor,58,91.84333333333332,275.53,81.66666666666667,2255.0,Monthly,No,,0,0.1221862527716186,16227.272727272728,37+,Yes
CUST0421,65,Imo,Female,2,1,26,8450.0,234800,1.0,Poor,14,80.985,161.97,33.75,940.0,2-Day,Yes,Costly Data Plans,1,0.1723085106382978,9030.76923076923,13-24,Yes
CUST0422,47,Akwa Ibom,Male,1,1,8,9000.0,72000,3.0,Good,24,138.29,138.29,30.0,240.0,Monthly,No,,0,0.5762083333333333,9000.0,13-24,No
CUST0423,65,Abia,Female,2,1,17,18750.0,307500,5.0,Excellent,58,102.02,204.04,160.0,2580.0,Monthly,No,,0,0.0790852713178294,18088.235294117647,37+,Yes
CUST0424,42,Abuja (FCT),Female,2,1,15,24750.0,299500,4.0,Very Good,41,161.465,322.93,112.5,1320.0,Monthly,No,,0,0.2446439393939393,19966.666666666668,37+,Yes
CUST0425,49,Zamfara,Male,3,1,21,17666.666666666668,319000,5.0,Excellent,23,122.39666666666666,367.19,75.0,1305.0,Monthly,No,,0,0.2813716475095785,15190.47619047619,13-24,Yes
CUST0426,26,Delta,Male,2,1,26,4800.0,74400,5.0,Excellent,16,106.26,212.52,13.25,203.5,2-Day,No,,0,1.0443243243243243,2861.538461538461,13-24,Yes
CUST0427,69,Gombe,Male,3,1,32,4666.666666666667,159000,5.0,Excellent,26,54.50666666666666,163.51999999999998,13.666666666666666,492.0,Monthly,Yes,Poor Network,1,0.3323577235772357,4968.75,25-36,Yes
CUST0428,31,Lagos,Female,1,1,16,9000.0,144000,4.0,Very Good,50,57.95,57.95,25.0,400.0,Monthly,Yes,High Call Tarriffs,1,0.144875,9000.0,37+,No
CUST0429,32,Kwara,Male,1,1,5,600.0,3000,3.0,Good,39,82.0,82.0,1.5,7.5,2-Day,No,,0,10.933333333333334,600.0,37+,No
CUST0430,53,Edo,Male,3,1,33,31666.666666666668,924000,2.0,Fair,40,103.98333333333332,311.95,174.16666666666666,4967.5,Monthly,No,,0,0.0627981882234524,28000.0,37+,Yes
CUST0431,28,Oyo,Male,3,1,24,15833.333333333334,421500,4.0,Very Good,22,124.95,374.85,68.33333333333333,1885.0,Monthly,No,,0,0.1988594164456233,17562.5,13-24,Yes
CUST0432,80,Yobe,Female,3,1,24,8166.666666666667,225500,2.0,Fair,57,140.89333333333337,422.68,29.4,806.0,Monthly,Yes,High Call Tarriffs,1,0.5244168734491316,9395.833333333334,37+,Yes
CUST0433,49,Bauchi,Female,2,1,7,22000.0,193000,3.0,Good,28,28.74,57.48,97.5,885.0,Monthly,No,,0,0.0649491525423728,27571.42857142857,25-36,Yes
CUST0434,49,Abuja (FCT),Female,3,1,18,13666.666666666666,261000,4.0,Very Good,28,92.01,276.03000000000003,62.73333333333333,1191.0,Monthly,Yes,Costly Data Plans,1,0.2317632241813602,14500.0,25-36,Yes
CUST0435,50,Ondo,Male,1,1,1,1000.0,1000,4.0,Very Good,34,177.53,177.53,3.2,3.2,2-Day,No,,0,55.478125,1000.0,25-36,No
